band_name,album,song_name,lyrics,genius_url
Death Cab for Cutie,Asphalt Meadows,Wheat Like Waves,"Wheat like waves
The Canadian plains were an ocean wide
Flowing to the sky
With Prefab Sprout
Echoing out of your 90's Accord
With the mismatched doors

Away from the wives
For just a few days
Traveling 'cross the divide
My delusions ablaze
But a homesteader's life
At 45 was just a fleeting dream
There's no way I'd survive

The winters in Saskatchewan are so cold

You talked of your kid
How frightened you'd been when she almost died
With tears in your eyes
But I could not pretеnd
To comprehend the dеpths of that kind of love
As a childless man

And there's so little time
So many miles to drive before the endless sleep
Eventually arrives
But I never would've thought that life was so long
That we'd be growing old
With stories untold

You were kindled by the dials on the dashboard
Your tattoos like the stamps upon your passport
Speeding like we thought we were escaping
From everything we feared that we were breaking
By trying to hold them in our hands


You were kindled by the dials on the dashboard
Your tattoos like the stamps upon your passport
Speeding like we thought we were escaping
From everything we feared that we were breaking
By trying to hold them in our hands",https://genius.com/Death-cab-for-cutie-wheat-like-waves-lyrics
Death Cab for Cutie,Asphalt Meadows (Acoustic),Wheat Like Waves (Acoustic),"Wheat like waves
The Canadian plains were an ocean wide
Flowin' to the sky
With Prefab Sprout
Echoing out of your 90's Accord
With the mismatched doors

Away from the wives
For just a few days, travelin' 'cross the divide
My delusions ablaze
But a homesteader's life
At forty-five's just a fleeting dream
There's no way I'd survive

The winters in Saskatchewan are so cold

You talked of your kid
How frightened you'd been when she almost died
With tears in your eyes
But I could not pretend
To comprehend the depths of that kind of love
As a childless man

There's so little time
So many miles to drive before the endless sleep
Eventually arrives
But I never would've thought that life was so long
That we'd be growing old
With stories untold

You were kindled by the dials on the dashboard
Your tattoos like the stamps upon your passport
Speeding like we thought we were escaping
From everything we feared that we were breaking
By trying to hold them in our hands

You were kindled by the dials on the dashboard
Your tattoos like the stamps upon your passport
Speeding like we thought we were escaping
From everything we feared that we were breaking
By trying to hold them in our hands",https://genius.com/Death-cab-for-cutie-wheat-like-waves-acoustic-lyrics
Death Cab for Cutie,Thank You for Today,When We Drive,"I can't expect you to be honest
Or to be faithful every day till the end
I just need you to be always a friend
As the sun sets over Dakotas
Underneath a crimson ocean of sky
Know I'll always want you by my side

When we drive
When we drive

You and I were born in motion
Never in one place for too long a time
Now it's the only way we know to survive
I like the way that your hair tangles
The way your suntan's only on one side
We always keep the windows open wide

When we drive
When we drive
When we drive
When we drive

Climb into the backseat and close your eyes
I've got the wheel
Dream of all the places only we will find

I can't expect you to be honest
Or to be faithful every day until the end
I just need you to be always a friend
Until the engine kicks and sputters
Until we roll the rubber off the tires
Know I'll always need you by my side

When we drive
When we drive
When we drive
When we drive
When we drive
When we drive",https://genius.com/Death-cab-for-cutie-when-we-drive-lyrics
Death Cab for Cutie,The Photo Album (Deluxe Edition),Why You’d Want to Live Here,"I'm in Los Angeles today
It smells like an airport runway
Jet fuel stenches in the cabin
And lights flickering at random

I'm in Los Angeles today
Garbage cans comprise the medians
Of freeways always creeping
Even when the population's sleeping

And I can't see why you'd want to live here

I'm in Los Angeles today
Asked a gas station employee
If he ever had trouble breathing
And he said ""It varies from season to season, kid""

It's where our best are on display
Motion picture actors' houses maps
Are never ever current
So save your film and fifteen dollars

And I can't see why you'd want to live here
Billboards reach past the tallest buildings
We are not perfect, but we sure try
As UV rays degradate, our youth with time

The vessel keeps pumping us through this entropic place
In the belly of the beast that is Californ-I-A
I drank from a faucet, and I kept my receipt
For when they weigh me on my way out
Here, nothing is free, but the Greyhounds keep coming
Dumping locusts into the streets
'Til the gutters overflow and Los Angeles thinks
""I might explode someday soon""

And it's a lovely summer's day
I can almost see a skyline
Through a thickening shroud of egos
Is this the city of angels or demons?

And here the names are what remain
Stars encapsulate the golden lane
And they need constant cleaning
For when the tourists begin salivating

And I can't see why you'd want to live here
Billboards reach past the tallest buildings
You can't swim in a town this shallow
As you will most assuredly drown tomorrow",https://genius.com/Death-cab-for-cutie-why-youd-want-to-live-here-lyrics
Death Cab for Cutie,The Photo Album (Deluxe Edition),Why You’d Want to Live Here (Band Demo),"I'm in Los Angeles today
It smells like an airport runway
Jet fuel stenches in the cabin
And lights flickering at random

I'm in Los Angeles today
Garbage cans comprise the medians
Of freeways always creeping
Even when the population's sleeping

And I can't see why you'd want to live here

I'm in Los Angeles today
Asked a gas station employee
If he ever had trouble breathing
And he said, ""It varies from season to season, kid""

It's where our best are on display
Motion picture actors' houses maps
Are never ever current
So save your film and fifteen dollars

And I can't see why you'd want to live here
Billboards reach past the tallest buildings
We are not perfect, but we sure try
As UV rays degradate, our youth with time

The vessel keeps pumping us through this entropic place
In the belly of the beast that is Californ-I-A
I drank from a faucet and I kept my receipts
For when they weigh me on my way out, here, nothing is free
But the Greyhounds keep coming, dumping locusts into the streets
'Til the gutters overflow and Los Angeles thinks
""I might explode someday soon""

And it's a lovely summer's day
I can almost see a skyline
Through a thickening shroud of egos
Is this the city of angels or demons?

And here the names are what remain
Stars encapsulate the golden lane
And they need constant cleaning
'Cause when the tourists begin salivating

And I can't see why you'd want to live here
Billboards reach past the tallest buildings
You can't swim in a town this shallow
As you will most assuredly drown tomorrow",https://genius.com/Death-cab-for-cutie-why-youd-want-to-live-here-band-demo-lyrics
Death Cab for Cutie,The John Byrd EP,"Why You’d Want to Live Here (The Showbox, Seattle 5.08.04)","I'm in Los Angeles today
It smells like an airport runway
Jet fuel stenches in the cabin
And lights flickering at random

I'm in Los Angeles today
Garbage cans comprise the medians
Of freeways always creeping
Even when the population's sleeping

And I can't see why you'd want to live here

I'm in Los Angeles today
Asked a gas station employee
If he ever had trouble breathing
And he said ""It varies from season to season""

It's where our best are on display
Motion picture actors' houses
Maps are never ever current
So save your film and fifteen dollars

And I can't see why you'd want to live here
Billboards reach past the tallest buildings
We are not perfect, but we sure try
As UV rays degradate, our youth with time

The vessel keeps pumping us through this entropic place
In the belly of the beast that is Californ-I-A
I drank from a faucet, and I kept my receipt
For when they weigh me on my way out
Here, nothing is free, but the Greyhounds keep coming
Dumping locusts into the streets
'Til the gutters overflow and Los Angeles thinks
On a sunny day in June

It's a lovely summer's day
I can almost see a skyline
Through a thickening shroud of egos
Is this the city of angels or demons?

It's where the names are what remain
Stars encapsulate the golden lane
And they need constant cleaning
For when the tourists begin salivating

And I can't see why you'd want to live here
Billboards reach past the tallest buildings
You can't swim in a town this shallow
As you will most assuredly drown tomorrow

Thank you very much everybody
Uh, is everybody having a good time tonight so far?
Good, good, good, good
It's
(Audience screaming)
I was gonna say something but forgot
It couldn't have been that important
Uh, this next song is off our latest record
It's for all of you",https://genius.com/Death-cab-for-cutie-why-youd-want-to-live-here-the-showbox-seattle-50804-lyrics
Death Cab for Cutie,,World Shut Your Mouth,"She's flying in the face of fashion now
She seems to have a will of her own
She's flying in the face of fashion now
She seems to have it all chromed
The time was going so frequently
She said if I try harder again
She's flying in the face of fashion now
She sells the world annually to a friend
She sings, ""World, shut your mouth, shut your mouth
Put your head back in the clouds and shut your mouth
World, shut your mouth, shut your mouth
Put your head back in the clouds and shut your mouth""
She always used to live so secretly
She'd be seen in and out of the sound
She's taking on the role of the four winds now
She's having tea there out in the crowd
She's flying in the face of fashion now
She seems to have a will of her own
In lieu of what you're saying so frequently
She seems to have, it all adds up
She sings, ""World, shut your mouth, shut your mouth
Put your head back in the clouds and shut your mouth
World, shut your mouth, shut your mouth
Put your head back in the clouds and shut your mouth""
She sings, ""World, shut your mouth, shut your mouth
Put your head back in the clouds and shut your mouth
World, shut your mouth, shut your mouth
Put your head back in the clouds and shut your mouth""
She sings, ""World, shut your mouth, shut your mouth
Put your head back in the clouds and shut your mouth
World, shut your mouth, shut your mouth
Put your head back in the clouds and shut your mouth""
""World, shut your mouth, shut your mouth
Put your head back in the clouds and shut your mouth
World, shut your mouth, shut your mouth
Put your head back in the clouds and shut your mouth""",https://genius.com/Death-cab-for-cutie-world-shut-your-mouth-lyrics
Death Cab for Cutie,Codes and Keys,You Are a Tourist,"This, fire, grows, higher
This, fire grows,  higher
This, fire, grows, higher
This, fire, grows, higher

When there's a burning in your heart
An endless yearning in your heart
Build it bigger than the sun
Let it grow, let it grow
When there's a burning in your heart
Don't be alarmed

This, fire, grows, higher

When there's a doubt within your mind
Because you're thinking all the time
Framing rights into wrongs
Move along, move along
When there's a doubt within your mind

When there's a burning in your heart
And you think it'll burst apart
Or there's nothing to fear
Save the tears, save the tears
When there's a burning in your heart

And if you feel just like a tourist in the city you were born
Then it's time to go and define your destination
There's so many different places to call home
'Cause when you find yourself the villain
In the story you have written, it's plain to see
That sometimes the best intentions are in need of redemptions
Would you agree? If so, please show me

This, fire, grows, higher
This, fire, grows, higher

When there's a burning in your heart
When there's a burning in your heart (This, fire, grows, higher)
When there's a burning in your heart (This, fire, grows, higher)
When there's a burning in your heart (This, fire, grows, higher)
When there's a burning in your heart",https://genius.com/Death-cab-for-cutie-you-are-a-tourist-lyrics
Death Cab for Cutie,,You Are A Tourist (Single),"This fire grows higher
This fire grows higher
This fire grows higher
This fire grows higher
When there's a burning in your heart
An endless yearning in your heart
Build it bigger than the sun
Let it grow, let it grow
When there's a burning in your heart
Don't be alarmed
This fire grows higher
When there's a doubt within your mind
Because you're thinking all the time
Framing rights into wrongs
Move along, move along
When there's a doubt within your mind
When there's a burning in your heart
And you think it'll burst apart
Or there's nothing to fear
Save the tears, save the tears
When there's a burning in your heart
And if you feel just like a tourist in the city you were born
Then it's time to go
And define your destination
There's so many different places to call home
Because when you find yourself the villain in the story you have written
It's plain to see
That sometimes the best intentions are in need of redemptions
Would you agree?
If so please show me
This fire grows higher
When there's a burning in your heart",https://genius.com/Death-cab-for-cutie-you-are-a-tourist-single-lyrics
Death Cab for Cutie,,You Are a Tourist (The 2 Bears remix),"(This... Fire... Grows... Higher...)
When there's a burning in your heart
An endless yearning in your heart
Build it bigger than the Sun
Let it grow
Let it grow
When there's a burning in your heart
Don't be alarmed
(This... Fire... Grows... Higher...)
When there's a doubt within your mind
'Cause you're thinkin' all the time
Framing rights into wrongs
Move along
Move along
When there's a doubt within your mind
When there's a burning in your heart
And you think it'll burst apart
Oh, there's nothing to fear
Save the tears
Save the tears
When there's a burning in your heart
And if you feel just like a tourist in the city you were born
Then it's time to go
And you find your destination with so many different places to call home
'Cause when you find yourself a villain
In the story you have written
It's plain to see
That sometimes the best intentions
Are in need of redemptions
Would you agree
If so, please show me
(This... Fire... Grows... Higher...)
When there's a burning in your heart
When there's a burning in your heart, (This... Fire... Grows... Higher...)
When there's a burning in your heart, (This... Fire... Grows... Higher...)
When there's a burning in your heart, (This... Fire... Grows... Higher...)
(This... Fire... Grows... Higher...)
When there's a burning in your heart",https://genius.com/Death-cab-for-cutie-you-are-a-tourist-the-2-bears-remix-lyrics
Death Cab for Cutie,Narrow Stairs ,You Can Do Better Than Me,"I'm starting to feel
We stayed together out of fear
Of dying alone
I've been slipping through the years
My old clothes don't fit like they once did
So they hang like ghosts of the people I've been

It's like my heart can't be tamed
I fall in love every day
And I feel like a fool
I have to face the truth
That no one could ever look at me like you do
Like I'm something worth holding onto

And there's times I think of leaving
But it's something I'll never do
'Cause you can do better than me
But I can't do better than you
You can do better than me
But I can't do better than you",https://genius.com/Death-cab-for-cutie-you-can-do-better-than-me-lyrics
Death Cab for Cutie,Thank You for Today,You Moved Away,"You sold your records by the pile
For they were only yours for a while
You placed your furniture in the yard
And it was gone within the hour

When you moved away
All your friends came over and you told them what to take
When you moved away
Everyone thought it was a mistake

You mopped the floors and filled the cracks
To get your security deposit back
You closed your account at the bank
You checked your tires and filled the tank

When you moved away
All of your friends got drunk and one by one begged you to stay
When you moved away
They all felt irrationally betrayed

Since you moved away
I walk past your vacant apartment almost every day
When you moved away
You left this town with such an empty space",https://genius.com/Death-cab-for-cutie-you-moved-away-lyrics
Death Cab for Cutie,Something About Airplanes,Your Bruise,"It's a backwards attraction
To your forward eyes
But you're so far-sighted that you can't place trust
In what or who you recognize

We sped the Plymouth 'cross the banks of the Mississippi River
Mary Timony was smaller than a superball
Chitter-chatter all these secrets started giving me the shivers
Plain and simply broken down near Olympia

I think your bruise was understated
Cause you can't feel this anymore
It's getting bluer and you can't keep faking
That you can't feel this anymore

I think your bruise was understated
Cause you can't feel this anymore
It's getting bluer and you can't keep faking
That you can't feel this anymore

I think your bruise was understated
Cause you can't feel this anymore
It's getting bluer and you can't keep faking
That you can't feel this anymore",https://genius.com/Death-cab-for-cutie-your-bruise-lyrics
Death Cab for Cutie,Plans,Your Heart Is an Empty Room,"Burn it down
'Til the embers smoke on the ground
And start new
When your heart is an empty room
With walls of the deepest blue

Home's face
How it ages when you're away
And spring blooms
Then you find a love that's true
But you don't know what now to do

'Cause the chase is all you know
And she stopped running months ago

And all you see
Is where else you could be when you're at home
And out on the street
Are so many possibilities to not be alone


The flames and smoke
Climbed out of every window
And disappeared
With everything that you held dear
But you shed not a single tear
For the things that you didn't need
'Cause you knew you were finally free

'Cause all you see
Is where else you could be when you're at home
And out on the street
Are so many possibilities to not be alone
And all you see
Is where else you could be when you're at home
And there on the street
Are so many possibilities to not be alone",https://genius.com/Death-cab-for-cutie-your-heart-is-an-empty-room-lyrics
Death Cab for Cutie,Thank You for Today,Your Hurricane,"Heaven is a hole in the sky
The stars are cracks in the ceiling of night
And I just keep watching them for a sign
That you'll be alright
'Cause every time there's a knock on my door
I fall to my hands and knees on the floor
'Cause when your wreckage washes up on my shore
You're not like before

And you try to explain who's at fault for your mistakes
But I won't be the debris in your hurricane

You used to be such a delicate kid
A lonely fish in a sea full of squid
So I can't blame you for leaving how you did
You just fell off the grid
'Cause heaven is a hole in the sky
And the stars are cracks in the ceiling of night
But you can't be your own alibi
As hard as you try

It's a tired refrain you're singing over and over again
As you try to explain who's at fault for your mistakes
But I won't be the debris in your hurricane
I won't be the debris in your hurricane
I won't be the debris in your hurricane",https://genius.com/Death-cab-for-cutie-your-hurricane-lyrics
Death Cab for Cutie,Narrow Stairs ,Your New Twin Sized Bed,"You look so defeated lying there in your new twin-sized bed
With a single pillow underneath your single head
I guess you decided that that old queen was more space than you would need
And now it's in the alley behind your apartment with a sign that says, ""Free""

But I hope you have more luck with this than me

You used to think that someone would come along
And lay beside you in a space that they belong
But the other side of the mattress and box springs stayed like new
And what's the point of holding onto what never gets used?

Other than a sick desire for self-abuse

And I try not to worry
But you've got me terrified
It's like you're in some kind of hurry
To say goodbye, to say goodbye
To say goodbye

You look so defeated lying there in your new twin-sized bed
You look so defeated lying there in your new twin-sized bed",https://genius.com/Death-cab-for-cutie-your-new-twin-sized-bed-lyrics
Death Cab for Cutie,Kintsugi,You’ve Haunted Me All My Life,"You've haunted me all my life
Through endless days and countless nights
There was a storm when I was just a kid
Stripped the last coat of innocence

You've haunted me all my life
You're always out of reach when I'm in pursuit
Long-winded then suddenly mute
And there's a flaw in my heart's design
For I keep trying to make you mine

You've haunted me all my life
You've haunted me all my life
You are the mistress I can't make a wife
And you've haunted me all my life

And so I wait, but I never seem to learn
How to capture your diminishing returns
I still see you through the eyes of a child
Not even thinking we could tame the wild

You've haunted me all my life
You've haunted me all my life
You are the mistress I can't make a wife
And you've haunted me all my life

You've haunted me all my life
You've haunted me all my life
You are the mistress I can't make a wife
And you've haunted me all my life",https://genius.com/Death-cab-for-cutie-youve-haunted-me-all-my-life-lyrics
The Postal Service,Give Up (10th Anniversary Edition),Against All Odds (Take a Look at Me Now),"How can I just let you walk away?
Just let you leave without a trace?
When I stand here taking every breath with you, ooh
You're the only one who really knew me at all
How can you just walk away from me
When all I can do is watch you leave?
'Cause we've shared the laughter and the pain
And even shared the tears
You're the only one who really knew me at all

So take a look at me now
Oh, there's just an empty space
And there's nothing left here to remind me
Just the memory of your face
Ooh, take a look at me now
Well, there's just an empty space
And you coming back to me is against the odds
And that's what I've gotta face

I wish I could just make you turn around
Turn around and see me cry
There's so much I need to say to you
So many reasons why
You're the only one who really knew me at all

So take a look at me now
Oh, there's just an empty space
And there's nothing left here to remind me
Just the memory of your face
Oh, take a look at me now
There's just an empty space
But to wait for you is all I can do
And that's what I've gotta face
Oh, take a look at me now
Or I'll just be standing here
And you coming back to me is against the odds
And that's a chance I've gotta face

Take a look at me now
Take a look at me now
(Take a look at me now)
Take a look at me now
(Take a look at me now)
Take a look at me now
(Take a look at me now, take a look at me now)
Take a look at me now
(Take a look at me now, take a look at me now)
Take a look at me now
(Take a look at me now, take a look at me now)
Take a look at me now
(Take a look at me now)
Take a look at me now",https://genius.com/The-postal-service-against-all-odds-take-a-look-at-me-now-lyrics
The Postal Service,Give Up (10th Anniversary Edition),A Tattered Line of String,"We drained every dive in the lower east side
And you failed to catch the train back to Queens
So you came to my room
And we did some things that we knew not to do
In the glow of the night's golden hue

You've got a tattered line of string
And you tie it 'round everything
That you want to call your own
But it never seems to hold

And when we woke, we agreed
That we would not ever speak of this night
To anyone that we both knew
And you said, ""every time we kissed
I felt something that couldn't exist""
And I confessed that I thought I felt it too

And I've got a tattered line of string
And I tie it 'round everything
That I want to call my own
But it never seems to hold
I've got a tattered line of string
And I tie it 'round everything
That I want to call my own
But it never seems to hold

Everything
Everything
Never seems to hold
Never seems to hold

You've got a tattered line of string
And you tie it 'round everything
That you want to call your own
But it never seems to hold
I've got a tattered line of string
And I tie it 'round everything
That I want to call my own
But it never seems to hold

Never seems to hold",https://genius.com/The-postal-service-a-tattered-line-of-string-lyrics
The Postal Service,Everything Will Change,A Tattered Line of String (Live),"We drained every dive in the lower east side
And you failed to catch the train back to Queens
So you came to my room
And we did some things that we knew not to do
In the glow of the night's golden hue

You've got a tattered line of string
And you tie it 'round everything
That you want to call your own
But it never seems to hold

And when we woke, we agreed
That we would not ever speak of this night
To anyone that we both knew
And you said, ""every timе we kissed
I felt somеthing that couldn't exist""
And I confessed that I thought I felt it too

'Cause I've got a tattered line of string
And I tie it 'round everything
That I want to call my own
But it never seems to hold
You've got a tattered line of string
And you tie it 'round everything
That you want to call my own
But it never seems to hold

Everything
Everything
Never seems to hold
Never seems to hold

You've got a tattered line of string
And you tie it 'round everything
That you want to call your own
But it never seems to hold
And I've got a tattered line of string
And I tie it 'round everything
That I want to call my own
But it never seems to hold

Never seems to hold
'Cause I want everything
'Cause I want everything",https://genius.com/The-postal-service-a-tattered-line-of-string-live-lyrics
The Postal Service,Give Up (10th Anniversary Edition),Be Still My Heart,"I was running late for work
So I didn't change my shirt
And the evening's drinks left a lingering taste in my mouth
And when I left, you were fast asleep
Tangled in the sheets
And on the bus, I could've sworn it was all a dream
And it didn't happen to me

And then I felt the scrapes from the slippery subway grate
Oh, how you laughed at my complete lack of grace
But I could not recall a more perfect fall
'Cause when I looked up into your eyes
It didn't hurt at all

And I thought, ""be still, my heart
This could be a brand new start with you""
And it will be clear
If I wake up and you're still here
With me in the morning

And I thought, ""be still, my heart
This could be a brand new start with you""
And it will be clear
If I wake up and you're still here with me
(
In the morning
)

Be still, my heart
This could be a brand new start with you
And it will be clear
If I wake up and you're still here with me
In the morning",https://genius.com/The-postal-service-be-still-my-heart-lyrics
The Postal Service,Everything Will Change,Be Still My Heart (Live),"This song is entitled, ""Be Still My Heart""

I was running late for work
So I didn't change my shirt
And the evening's drinks left a lingering taste in my mouth
And when I left, you were fast asleep
Tangled in the sheets
And on the bus, I could've sworn it was all a dream
And it didn't happen to me

And then I felt the scrapes from the slippery subway grate
Oh, how you laughed at my complete lack of grace
But I could not recall a more perfect fall
'Cause when I looked up into your eyes
It didn't hurt at all

And I thought, ""be still, my heart
This could be a brand new start with you""
And it will be clear
If I wake up and you're still here
With me in the morning


And I thought, ""be still, my heart
This could be a brand new start with you""
And it will be clear
If I wake up and you're still here with me
(In the morning)

Be still, my heart
This could be a brand new start with you
And it will be clear
If I wake up and you're still here with me
In the morning",https://genius.com/The-postal-service-be-still-my-heart-live-lyrics
The Postal Service,Give Up (10th Anniversary Edition),Be Still My Heart (Nobody Remix),"I was running late for work
So I didn't change my shirt
The evening's drinks left a lingering taste in my mouth
And when I left, you were fast asleep
Tangled in the sheets
And on the bus, I could have sworn it was all a dream
It didn't happen to me

And then I felt the scrapes
From the slippery subway grate
Oh, how you laughed at my complete lack of grace
But I could not recall a more perfect fall
Because when I looked up into your eyes
It didn't hurt at all

And I thought, ""be still, my heart
This could be a brand new start with you""
And it will be clear
If I wake up and you're still here
With me in the morning
And I thought, ""be still, my heart
This could be a brand new start with you""
And it will be clear
If I wake up and you're still here
With me (
in the morning
)
Be still, my heart
This could be a brand new start with you
And it will be clear
If I wake up and you're still here
With me in the morning",https://genius.com/The-postal-service-be-still-my-heart-nobody-remix-lyrics
The Postal Service,Give Up (10th Anniversary Edition),Brand New Colony,"I'll be the grapes fermented, bottled and served
With the table set, in my finest suit
Like a perfect gentleman
I'll be the fire escape that's bolted to the ancient brick
Where you will sit and contemplate your day


I'll be the water-wings that save you
If you start drowning in an open tab
When your judgement's on the brink
I'll be the phonograph that plays your favorite albums back
As you're lying there, drifting off to sleep (Drifting off to sleep)
I'll be the platform shoes, undo what heredity's done to you
You won't have to strain to look into my eyes (My eyes)
I'll be your winter coat, buttoned and zipped straight to the throat
With the collar up so you won't catch a cold

I want to take you far from the cynics in this town
And kiss you on the mouth
We'll cut our bodies free from the tethers of this scene
Start a brand new colony
Where everything will change
We'll give ourselves new names, identities erased
The sun will heat the grounds
Under our bare feet
In this brand new colony, this brand new colony
(This brand new colony)


Everything will change
Ooh, ooh
Everything will change
Ooh, ooh
Everything will change
Ooh, ooh",https://genius.com/The-postal-service-brand-new-colony-lyrics
The Postal Service,Everything Will Change,Brand New Colony (Live),"Alright, Berkley!
Oakland and San Francisco and all areas around
We've been The Postal Service
It's been an honor playing with you!

I'll be the grapes fermented, bottled and served
With the table set, in my finest suit
Like a perfect gentlemen
I'll be the fire escape that's bolted to the ancient brick
Where you will sit and contemplate your day

I'll be the water-wings that savе you
If you start drowning in an open tab
When your judgemеnt's on the brink
I'll be the phonograph that plays your favorite albums back
As you're lying there, drifting off to sleep (Drifting off to sleep)
I'll be the platform shoes, undo what heredity's done to you
You won't have to strain to look into my eyes (My eyes)
I'll be your winter coat, buttoned and zipped straight to the throat
With the collar up so you won't catch a cold

I want to take you far from the cynics in this town
And kiss you on the mouth
We'll cut our bodies free from the tethers of this scene
Start a brand new colony
Where everything will change
We'll give ourselves new names, identities erased
The sun will heat the grounds
Under our bare feet in this brand new colony
(This brand new colony)

Everything will change
Ooh, ooh
Everything will change
Ooh, ooh
Everything will change
Ooh, ooh

Everything will change
Ooh, ooh
Everything will change
Ooh, ooh
Everything will change
Ooh, ooh
Everything will change
Ooh, ooh
You guys have been unbelievable, thank you very much!",https://genius.com/The-postal-service-brand-new-colony-live-lyrics
The Postal Service,Give Up (10th Anniversary Edition),Clark Gable,"I was waiting for a cross-town train in the London underground
When it struck me (When it struck me)
That I've been waiting since birth to find a love
That would look and sound like a movie
So I changed my plans; I rented a camera and a van
And then I called you (And then I called you)
I need you to pretend that we are in love again
And you agreed to

I want so badly to believe
That there is truth, that love is real
And I want life in every word
To the extent that it's absurd

I greased the lens and framed the shot
Using a friend as my stand-in (As my stand-in)
The script, it called for rain, but it was clear that day
So we faked it
The marker snapped and I yelled, ""Quiet on the set""
And then called, ""Action!"" (And then called, ""Action!"")
And I kissed you in a style Clark Gable would have admired
I thought it classic

I want so badly to believe
That there is truth, that love is real
And I want life in every word
To the extent that it's absurd
I know you're wise beyond your years
But do you ever get the fear
That your perfect verse is just a lie
You tell yourself to help you get by?

That you tell yourself to help you get by?
That you tell yourself to help you get by?",https://genius.com/The-postal-service-clark-gable-lyrics
The Postal Service,Everything Will Change,Clark Gable (Live),"I was waiting for a cross-town train in the London underground
When it struck me (When it struck me)
I've been waiting since birth to find a love
That would look and sound like a movie
So I changed my plans; I rented a camera and a van
And then I called you (And then I called you)
""Oh, I need you to pretend that we are in love again""
And you agreed to

I want so badly to believe
That ""there is truth, that love is real""
And I want life in every word
To the extent that it's absurd

I greased the lens and framed the shot
Using a friend as my stand-in (As my stand-in)
The script, it called for rain, but it was clear that day
So we faked it
The marker snapped and I yelled ""quiet on the set""
And then called ""action!"" (And then called ""action!"")
And I kissed you in a style Clark Gable would have admired
I thought it classic

I want so badly to believe
That ""there is truth, that love is real""
And I want life in every word
To the extent that it's absurd
I know you're wise beyond your years
But do you ever get the fear
That your perfect verse is just a lie
You tell yourself to help you get by?

That you tell yourself to help you get by?
That you tell yourself to help you get by?",https://genius.com/The-postal-service-clark-gable-live-lyrics
The Postal Service,Give Up (10th Anniversary Edition),Grow Old with Me,"Grow old along with me
The best is yet to be
When our time has come
We will be as one
God bless our love
God bless our love

Grow old along with me
Two branches of one tree (Grow old)
Face the setting sun
When the day is done
God bless our love
God bless our love

Spending our lives together
Man and wife together
World without end
World without end

Grow old along with me
Whatever fate decrees
We will see it through
For our love is true
God bless our love
God bless our love
God bless our love
God bless our love",https://genius.com/The-postal-service-grow-old-with-me-lyrics
The Postal Service,Give Up (10th Anniversary Edition),Natural Anthem,"I'll write you a song and it won't be hard to sing
It will be a natural anthem, familiar it will seem
It will rally all the workers on strike for better pay
And its chorus will resound and boost morale throughout the day

I'll write you a song and I hope that you won't mind
Because all the names and places I have taken from real life
So please don't be upset at this portrait that I paint
It may be a little biased, but at least I spelled your name right",https://genius.com/The-postal-service-natural-anthem-lyrics
The Postal Service,Everything Will Change,Natural Anthem (Live),"I'll write you a song and it won't be hard to sing
It will be a natural anthem, familiar it will seem
It will rally all the workers on strike for better pay
And its chorus will resound and boost morale throughout the day

I'll write you a song and I hope that you won't mind
Because all the names and places I have taken from real life
So please don't be upset at this portrait that I paint
It may be a little biased, but at least I spelled your name right",https://genius.com/The-postal-service-natural-anthem-live-lyrics
The Postal Service,Give Up (10th Anniversary Edition),Nothing Better,"Will someone please call a surgeon
Who can crack my ribs and repair this broken heart
That you're deserting for better company?
I can't accept that it's over
Then I will block the door
Like a goalie tending the net in the third quarter
Of a tied-game rivalry

So, just say how to make it right
And I swear I'll do my best to comply

Tell me, am I right to think
That there could be nothing better
Than making you my bride
And slowly growing old together?

I feel I must interject here
You're getting carried away feeling sorry for yourself
With these revisions and gaps in history
So let me help you remember
I've made charts and graphs that should finally make it clear
I've prepared a lecture on why I have to leave

So, please back away and let me go
I can't, my darling, I love you so
Oh, oh

Tell me am I right to think
That there could be nothing better
Than making you my bride
And slowly growing old together?
(Tell me, am I right?)
Don't you feed me lines
About some idealistic future
(Tell me, am I right?)
Your heart won't heal right
If you keep tearing out the sutures

I admit that I have made mistakes
And I swear I'll never wrong you again
You've got a lure I can't deny
But you've had your chance, so say goodbye
Say goodbye",https://genius.com/The-postal-service-nothing-better-lyrics
The Postal Service,Everything Will Change,Nothing Better (Live),"Who here has had their heart taken out of their chest and stomped on?
This guy right here?
You right there?
Alright, well, this song is for you

Will someone please call a surgeon
Who can crack my ribs and repair this broken heart
That you're deserting for better company?
I can't accept that it's over
Then I will block the door
Like a goalie tending the net in the third quarter
Of a tied-game rivalry

So, just say how to make it right
And I swear I'll do my best to comply

Tеll me, am I right to think
That there could bе nothing better
Than making you my bride
And slowly growing old together?

I feel I must interject here
You're getting carried away feeling sorry for yourself
With these revisions and gaps in history
So let me help you remember
I've made charts and graphs that should finally make it clear
I've prepared a lecture on why I have to leave

So, please back away and let me go
I can't, my darling, I love you so
Oh, oh

Tell me, am I right to think
That there could be nothing better
Than making you my bride
And slowly growing old together?
(Tell me, am I right?)
Don't you feed me lines
About some idealistic future
(Tell me, am I right?)
Your heart won't heal right
If you keep tearing out the sutures

I admit that I have made mistakes
And I swear I'll never wrong you again
You've got a lure I can't deny
But you've had your chance, so say goodbye
Say goodbye",https://genius.com/The-postal-service-nothing-better-live-lyrics
